EMPID,Status,Function,Division,Union Status,Employment Category,Rehire_Date,Total Service Date,Birth Date,Age,Generation,Pay Scale Group,Gender,Ethnic Origin,Action Reason,Last Performance Rating,Last Potential Rating,Rehired,Employee Pay Frequency,ExemptTF,Employee Pay Basis,Manager_ID,Months Since Last Hire,Tenure_Months,Action Change Date,Action Type
57539,Active,Sales,Sales,Non-Union,Regular Employee FT,,28-May-14,27-Oct-92,22,Generation Y,Group C,Male,H,,No Rating,No Rating,F,Weekly,F,Hourly,S3533,17,17,,
46890,Active,Sales,Sales,Union,Regular Employee FT,,26-Sep-12,25-Oct-92,22,Generation Y,Not Assigned,Male,W,,No Rating,No Rating,F,Weekly,F,Hourly,S3255,37,37,,
52450,Terminated,Sales,Sales,Non-Union,Regular Employee PT,,28-Aug-13,22-Oct-92,21,Generation Y,Group C,Male,W,Resigned - Career Prospects,Developing/Meets Some,Not assigned,F,Bi-Weekly,F,Hourly,S105,13,13,1-Oct-14,Voluntary Separation
48441,Active,Sales,Sales,Non-Union,Regular Employee PT,,30-Jan-13,4-Oct-92,22,Generation Y,Group C,Male,H,,Successfully Meets Expectations,Not assigned,F,Bi-Weekly,F,Hourly,S678,33,33,,
53691,Active,Sales,Sales,Non-Union,Regular Employee FT,,30-Oct-13,9-Sep-92,22,Generation Y,Group C,Male,W,,Too New,Emerging Talent,F,Bi-Weekly,F,Daily,S546,24,24,,
46966,Active,Sales,Sales,Non-Union,Regular Employee FT,,3-Oct-12,5-Sep-92,22,Generation Y,Group C,Male,H,,Successfully Meets Expectations,Not assigned,F,Bi-Weekly,F,Daily,S451,37,37,,
59736,Active,Sales,Sales,Non-Union,Regular Employee FT,,16-Jul-14,5-Sep-92,22,Generation Y,Group C,Male,B,,No Rating,No Rating,F,Bi-Weekly,F,Hourly,S2547,15,15,,
41181,Active,Sales,Sales,Non-Union,Regular Employee FT,28-Nov-12,28-Nov-12,4-Sep-92,22,Generation Y,Group C,Male,W,,Successfully Meets Expectations,Not assigned,T,Bi-Weekly,F,Hourly,S3042,35,35,,
44854,Active,Sales,Sales,Union,Regular Employee FT,,30-May-12,3-Sep-92,22,Generation Y,Not Assigned,Male,H,,No Rating,No Rating,F,Weekly,F,Hourly,S3763,41,41,,
49524,Active,Sales,Sales,Union,Regular Employee FT,,24-Apr-13,3-Sep-92,22,Generation Y,Group E,Male,W,,No Rating,No Rating,F,Weekly,F,Hourly,S3624,30,30,,
52069,Active,Sales,Sales,Non-Union,Regular Employee FT,,7-Aug-13,30-Aug-92,22,Generation Y,Group C,Male,W,,Successfully Meets Expectations,Not assigned,F,Bi-Weekly,F,Hourly,S2531,27,27,,
54086,Terminated,Sales,Sales,Non-Union,Regular Employee PT,,20-Nov-13,29-Aug-92,21,Generation Y,Group C,Male,H,Resigned - Personal Reasons,Too New,Not assigned,F,Bi-Weekly,F,Hourly,S240,6,6,6-Jun-14,Voluntary Separation
51772,Terminated,Sales,Sales,Non-Union,Regular Employee FT,,24-Jul-13,26-Aug-92,22,Generation Y,Group C,Male,H,Resigned - Personal Reasons,Developing/Meets Some,Not assigned,F,Weekly,F,Hourly,S3540,14,14,10-Oct-14,Voluntary Separation
42945,Active,Operations,Product,Union,Regular Employee FT,,21-Dec-11,16-Aug-92,22,Generation Y,Not Assigned,Male,W,,No Rating,No Rating,F,Weekly,F,Hourly,S3741,46,46,,
53435,Active,Sales,Sales,Union,Regular Employee FT,,16-Oct-13,14-Aug-92,22,Generation Y,Not Assigned,Male,H,,No Rating,No Rating,F,Weekly,F,Hourly,S3582,24,24,,
60384,Active,Sales,Sales,Non-Union,Regular Employee FT,,30-Jul-14,3-Aug-92,22,Generation Y,Group C,Male,W,,No Rating,No Rating,F,Bi-Weekly,F,Hourly,S2253,15,15,,
51379,Active,Sales,Sales,Non-Union,Regular Employee FT,,3-Jul-13,30-Jul-92,22,Generation Y,Group C,Male,W,,Successfully Meets Expectations,Not assigned,F,Weekly,F,Hourly,S3765,28,28,,
44496,Terminated,Sales,Sales,Non-Union,Regular Employee FT,,9-May-12,19-Jul-92,22,Generation Y,Group C,Male,H,Resigned - Career Prospects,Successfully Meets Expectations,Not assigned,F,Bi-Weekly,F,Daily,S597,29,29,24-Oct-14,Voluntary Separation
51100,Terminated,Operations,Product,Non-Union,Regular Employee PT,,26-Jun-13,14-Jul-92,21,Generation Y,Group C,Male,W,Resigned - Career Prospects,Developing/Meets Some,Not assigned,F,Bi-Weekly,F,Hourly,S1170,11,11,10-Jun-14,Voluntary Separation
44713,Active,Sales,Sales,Non-Union,Regular Employee PT,16-Jan-13,16-Jan-13,6-Jul-92,22,Generation Y,Group C,Male,W,,Developing/Meets Some,Not assigned,T,Bi-Weekly,F,Hourly,S1894,33,33,,
53187,Terminated,Sales,Sales,Non-Union,Regular Employee FT,,2-Oct-13,5-Jul-92,22,Generation Y,Group C,Male,W,Resigned - Personal Reasons,No Rating,No Rating,F,Bi-Weekly,F,Hourly,S3144,13,13,13-Nov-14,Voluntary Separation
60365,Active,Operations,Product,Union,Regular Employee FT,,30-Jul-14,5-Jul-92,22,Generation Y,Not Assigned,Male,H,,No Rating,No Rating,F,Bi-Weekly,F,Hourly,S1592,15,15,,
56403,Active,Sales,Sales,Non-Union,Regular Employee FT,,16-Apr-14,25-Jun-92,22,Generation Y,Group C,Male,W,,No Rating,No Rating,F,Bi-Weekly,F,Hourly,S2532,18,18,,
57857,Active,Sales,Sales,Non-Union,Regular Employee PT,,4-Jun-14,15-Jun-92,23,Generation Y,Group C,Male,W,,No Rating,No Rating,F,Bi-Weekly,F,Hourly,S2276,17,17,,
51962,Terminated,Operations,Product,Non-Union,Regular Employee FT,11-Jun-14,31-Jul-13,14-Jun-92,22,Generation Y,Group C,Male,H,Resigned - Personal Reasons,Developing/Meets Some,Not assigned,T,Bi-Weekly,F,Hourly,S1943,1,11,21-Jul-14,Voluntary Separation
41926,Active,Operations,Product,Non-Union,Regular Employee FT,,24-Aug-11,9-Jun-92,23,Generation Y,Group C,Male,W,,Meets & Exceeds,Not assigned,F,Bi-Weekly,F,Hourly,S2220,50,50,,
62438,Active,Operations,Product,Non-Union,Regular Employee FT,,1-Oct-14,4-Jun-92,23,Generation Y,Group C,Male,H,,No Rating,No Rating,F,Bi-Weekly,F,Hourly,S2981,13,13,,
42778,Active,Customer Care,Customer Care,Union,Regular Employee FT,25-Sep-13,25-Sep-13,2-Jun-92,23,Generation Y,Not Assigned,Male,H,,No Rating,No Rating,T,Weekly,F,Hourly,S3431,25,25,,
54103,Active,Sales,Sales,Non-Union,Regular Employee FT,,20-Nov-13,31-May-92,23,Generation Y,Group C,Male,W,,Too New,Not assigned,F,Bi-Weekly,F,Daily,S648,23,23,,
41114,Active,Sales,Sales,Non-Union,Regular Employee FT,6-Aug-14,6-Aug-14,20-May-92,23,Generation Y,Group C,Male,W,,No Rating,No Rating,T,Bi-Weekly,F,Hourly,S2713,15,15,,
56854,Active,Operations,Product,Non-Union,Regular Employee FT,,7-May-14,17-May-92,23,Generation Y,Group C,Male,W,,No Rating,No Rating,F,Bi-Weekly,F,Hourly,S2515,18,18,,
48647,Terminated,Operations,Product,Non-Union,Regular Employee PT,,13-Feb-13,13-May-92,22,Generation Y,Group C,Male,W,Resigned - Personal Reasons,Successfully Meets Expectations,Not assigned,F,Bi-Weekly,F,Hourly,S1805,18,18,12-Sep-14,Voluntary Separation
56187,Terminated,Customer Care,Customer Care,Non-Union,Regular Employee FT,,8-Apr-14,13-May-92,22,Generation Y,Group C,Male,W,Resign in lieu of termination,No Rating,No Rating,F,Bi-Weekly,F,Hourly,S2948,5,5,18-Sep-14,Voluntary Separation
61828,Terminated,Sales,Sales,Union,Regular Employee FT,,10-Sep-14,5-May-92,22,Generation Y,Not Assigned,Female,H,Resigned - Personal Reasons,No Rating,No Rating,F,Weekly,F,Hourly,S3727,0,0,18-Sep-14,Voluntary Separation
51282,Active,Sales,Sales,Union,Regular Employee FT,,3-Jul-13,27-Apr-92,23,Generation Y,Not Assigned,Male,H,,No Rating,No Rating,F,Weekly,F,Hourly,S3774,28,28,,
55872,Active,Sales,Sales,Non-Union,Regular Employee FT,,19-Mar-14,21-Apr-92,23,Generation Y,Group C,Male,B,,No Rating,No Rating,F,Bi-Weekly,F,Hourly,S44,19,19,,
58725,Active,Sales,Sales,Union,Regular Employee FT,,18-Jun-14,17-Apr-92,23,Generation Y,Not Assigned,Female,W,,No Rating,No Rating,F,Bi-Weekly,F,Hourly,S2614,16,16,,
61360,Terminated,Manufacturing,Product,Non-Union,Regular Employee FT,,27-Aug-14,17-Apr-92,22,Generation Y,Group C,Male,W,Resigned - Career Prospects,No Rating,No Rating,F,Bi-Weekly,F,Hourly,S1599,0,0,18-Sep-14,Voluntary Separation
45567,Active,Sales,Sales,Non-Union,Regular Employee PT,,4-Jul-12,8-Apr-92,23,Generation Y,Group C,Male,W,,Meets & Exceeds,Not assigned,F,Bi-Weekly,F,Hourly,S2562,40,40,,
60564,Active,Operations,Product,Non-Union,Regular Employee FT,,6-Aug-14,7-Apr-92,23,Generation Y,Group C,Male,H,,No Rating,No Rating,F,Bi-Weekly,F,Hourly,S2378,15,15,,
49384,Active,Sales,Sales,Union,Regular Employee FT,,12-Apr-13,2-Apr-92,23,Generation Y,Seller,Male,B,,No Rating,No Rating,F,Weekly,F,Hourly,S3647,30,30,,
43144,Active,Operations,Product,Non-Union,Regular Employee FT,,18-Jan-12,1-Apr-92,23,Generation Y,Group C,Male,H,,Successfully Meets Expectations,Not assigned,F,Bi-Weekly,F,Hourly,S2884,45,45,,
55221,Active,Sales,Sales,Union,Regular Employee FT,,1-Dec-12,30-Mar-92,23,Generation Y,Group C,Male,U,,No Rating,No Rating,F,Bi-Weekly,F,Hourly,S2852,21,35,,
44298,Terminated,Sales,Sales,Non-Union,Regular Employee FT,14-Oct-14,14-Oct-14,18-Mar-92,22,Generation Y,Group C,Male,W,Resigned - Personal Reasons,Successfully Meets Expectations,Not assigned,T,Bi-Weekly,F,Daily,S501,0,0,3-Nov-14,Voluntary Separation
51000,Terminated,Sales,Sales,Non-Union,Regular Employee PT,,19-Jun-13,15-Mar-92,22,Generation Y,Group C,Male,X,Resigned - Personal Reasons,Does Not Meet,Not assigned,F,Bi-Weekly,F,Hourly,S2038,13,13,20-Jul-14,Voluntary Separation
50471,Terminated,Sales,Sales,Non-Union,Regular Employee PT,,5-Jun-13,7-Mar-92,22,Generation Y,Group C,Male,H,Resigned - Personal Reasons,Successfully Meets Expectations,Not assigned,F,Bi-Weekly,F,Hourly,S2424,12,12,11-Jun-14,Voluntary Separation
65253,Active,Operations,Product,Union,Regular Employee FT,,28-Jan-15,19-Feb-92,23,Generation Y,Not Assigned,Male,W,,No Rating,No Rating,F,Bi-Weekly,F,Hourly,S2603,9,9,,
63201,Terminated,Operations,Product,Union,Regular Employee PT,,29-Oct-14,15-Feb-92,22,Generation Y,Not Assigned,Male,B,Resigned - Job Abandonment,No Rating,No Rating,F,Bi-Weekly,F,Hourly,S1220,1,1,16-Dec-14,Voluntary Separation
46209,Active,Sales,Sales,Union,Regular Employee FT,,8-Aug-12,10-Feb-92,23,Generation Y,Not Assigned,Male,H,,No Rating,No Rating,F,Bi-Weekly,F,Hourly,S1550,39,39,,
62359,Active,Manufacturing,Product,Non-Union,Regular Employee FT,,1-Oct-14,8-Feb-92,23,Generation Y,Group C,Male,H,,No Rating,No Rating,F,Bi-Weekly,F,Hourly,S1926,13,13,,
54329,Active,Sales,Sales,Non-Union,Regular Employee FT,,4-Dec-13,10-Jan-92,23,Generation Y,Group C,Male,W,,Too New,Not assigned,F,Bi-Weekly,F,Daily,S595,23,23,,
41266,Active,Finance & IT,Corporate,Non-Union,Regular Employee FT,3-Sep-14,3-Sep-14,7-Jan-92,23,Generation Y,Group C,Male,B,,No Rating,No Rating,T,Bi-Weekly,F,Hourly,S3016,14,14,,
52921,Terminated,Sales,Sales,Non-Union,Regular Employee PT,23-Jan-14,23-Jan-14,7-Jan-92,22,Generation Y,Group C,Female,W,Resigned - Personal Reasons,No Rating,No Rating,T,Bi-Weekly,F,Hourly,S455,6,6,26-Jul-14,Voluntary Separation
56969,Active,Sales,Sales,Non-Union,Regular Employee PT,,14-May-14,26-Dec-91,23,Generation Y,Group C,Male,B,,No Rating,No Rating,F,Bi-Weekly,F,Hourly,S2506,17,17,,
63963,Active,Operations,Product,Non-Union,Regular Employee FT,,26-Nov-14,9-Dec-91,23,Generation Y,Group C,Male,B,,No Rating,No Rating,F,Bi-Weekly,F,Hourly,S2487,11,11,,
48559,Active,Sales,Sales,Non-Union,Regular Employee FT,,6-Feb-13,4-Dec-91,23,Generation Y,Group C,Male,W,,Developing/Meets Some,Not assigned,F,Weekly,F,Hourly,S3780,33,33,,
45546,Active,Operations,Product,Non-Union,Regular Employee FT,,4-Jul-12,27-Nov-91,23,Generation Y,Group C,Male,W,,Successfully Meets Expectations,Not assigned,F,Bi-Weekly,F,Hourly,S2504,40,40,,
47278,Terminated,Sales,Sales,Non-Union,Regular Employee FT,,24-Oct-12,25-Nov-91,22,Generation Y,Group C,Male,W,Resigned - Pay/Benefits,Successfully Meets Expectations,Not assigned,F,Bi-Weekly,F,Hourly,S2151,24,24,8-Nov-14,Voluntary Separation
53902,Terminated,Sales,Sales,Non-Union,Regular Employee FT,,13-Nov-13,24-Nov-91,22,Generation Y,Group C,Male,H,Resigned - Personal Reasons,Too New,Not assigned,F,Weekly,F,Hourly,S3601,2,2,12-Feb-14,Voluntary Separation
60940,Active,Sales,Sales,Non-Union,Regular Employee FT,,13-Aug-14,17-Nov-91,23,Generation Y,Group C,Male,W,,No Rating,No Rating,F,Bi-Weekly,F,Hourly,S2151,14,14,,
50561,Terminated,Operations,Product,Non-Union,Regular Employee FT,,5-Jun-13,16-Nov-91,22,Generation Y,Group C,Male,W,Resigned - Pay/Benefits,Successfully Meets Expectations,Not assigned,F,Bi-Weekly,F,Hourly,S3151,14,14,16-Aug-14,Voluntary Separation
45020,Terminated,Operations,Product,Non-Union,Regular Employee FT,,6-Jun-12,25-Oct-91,23,Generation Y,Group C,Male,A,Resigned - Career Prospects,Successfully Meets Expectations,Not assigned,F,Bi-Weekly,F,Hourly,S2515,29,29,13-Nov-14,Voluntary Separation
48033,Active,Sales,Sales,Non-Union,Regular Employee FT,,19-Dec-12,23-Oct-91,23,Generation Y,Group C,Male,W,,Successfully Meets Expectations,Not assigned,F,Bi-Weekly,F,Daily,S542,34,34,,
64226,Active,Operations,Product,Union,Regular Employee FT,,3-Dec-14,9-Oct-91,23,Generation Y,Not Assigned,Male,W,,No Rating,No Rating,F,Bi-Weekly,F,Hourly,S1560,11,11,,
57576,Terminated,Sales,Sales,Non-Union,Regular Employee PT,,28-May-14,8-Oct-91,23,Generation Y,Group C,Male,W,Resigned - Career Prospects,No Rating,No Rating,F,Bi-Weekly,F,Hourly,S498,5,5,18-Nov-14,Voluntary Separation
59564,Terminated,Operations,Product,Non-Union,Regular Employee PT,,9-Jul-14,1-Oct-91,23,Generation Y,Group C,Male,H,Resigned - Job Abandonment,No Rating,No Rating,F,Bi-Weekly,F,Hourly,S1479,3,3,28-Oct-14,Voluntary Separation
58955,Active,Sales,Sales,Union,Regular Employee FT,,25-Jun-14,22-Sep-91,23,Generation Y,Not Assigned,Female,B,,No Rating,No Rating,F,Bi-Weekly,F,Hourly,S2639,16,16,,
42446,Active,Operations,Product,Union,Regular Employee FT,,26-Oct-11,18-Sep-91,23,Generation Y,Not Assigned,Male,W,,No Rating,No Rating,F,Bi-Weekly,F,Hourly,S989,48,48,,
50022,Active,Sales,Sales,Non-Union,Regular Employee FT,,15-May-13,17-Sep-91,23,Generation Y,Group C,Male,W,,Successfully Meets Expectations,Not assigned,F,Bi-Weekly,F,Hourly,S2152,29,29,,
60170,Terminated,Customer Care,Customer Care,Non-Union,Regular Employee FT,,23-Jul-14,16-Sep-91,22,Generation Y,Group C,Female,W,Resigned - Personal Reasons,No Rating,No Rating,F,Bi-Weekly,F,Hourly,S2481,1,1,29-Aug-14,Voluntary Separation
60062,Active,Operations,Product,Non-Union,Regular Employee PT,,23-Jul-14,12-Sep-91,23,Generation Y,Group C,Male,H,,No Rating,No Rating,F,Bi-Weekly,F,Hourly,S2854,15,15,,
59021,Active,Sales,Sales,Union,Regular Employee FT,,25-Jun-14,30-Aug-91,23,Generation Y,Not Assigned,Male,W,,No Rating,No Rating,F,Weekly,F,Hourly,S3736,16,16,,
61847,Terminated,Sales,Sales,Non-Union,Regular Employee FT,,10-Sep-14,30-Aug-91,23,Generation Y,Group C,Male,W,Resigned - Career Prospects,No Rating,No Rating,F,Bi-Weekly,F,Hourly,S2827,1,1,24-Oct-14,Voluntary Separation
43897,Active,Operations,Product,Non-Union,Regular Employee FT,,21-Mar-12,19-Aug-91,23,Generation Y,Group C,Male,B,,Exceeds,Not assigned,F,Bi-Weekly,F,Hourly,S2881,43,43,,
43992,Active,Operations,Product,Union,Regular Employee FT,,28-Mar-12,9-Aug-91,23,Generation Y,Not Assigned,Male,W,,No Rating,No Rating,F,Bi-Weekly,F,Hourly,S2596,43,43,,
54184,Active,Sales,Sales,Non-Union,Regular Employee PT,,27-Nov-13,7-Aug-91,23,Generation Y,Group C,Male,W,,Too New,Not assigned,F,Bi-Weekly,F,Hourly,S287,23,23,,
61120,Active,Customer Care,Customer Care,Union,Regular Employee FT,,20-Aug-14,7-Aug-91,23,Generation Y,Not Assigned,Male,W,,No Rating,No Rating,F,Bi-Weekly,F,Hourly,S1051,14,14,,
41582,Active,Operations,Product,Union,Regular Employee FT,,20-Jul-11,21-Jul-91,23,Generation Y,Not Assigned,Male,W,,No Rating,No Rating,F,Bi-Weekly,F,Hourly,S2154,51,51,,
58123,Active,Sales,Sales,Non-Union,Regular Employee FT,,11-Jun-14,19-Jul-91,23,Generation Y,Group C,Male,W,,No Rating,No Rating,F,Weekly,F,Hourly,S3534,17,17,,
42304,Active,Sales,Sales,Non-Union,Regular Employee PT,,5-Oct-11,16-Jul-91,23,Generation Y,Group C,Male,W,,Successfully Meets Expectations,Not assigned,F,Bi-Weekly,F,Hourly,S2516,49,49,,
48598,Active,Sales,Sales,Union,Regular Employee FT,,6-Feb-13,16-Jul-91,23,Generation Y,Not Assigned,Male,W,,No Rating,No Rating,F,Weekly,F,Hourly,S3655,33,33,,
52054,Active,Sales,Sales,Non-Union,Regular Employee PT,,7-Aug-13,8-Jul-91,23,Generation Y,Group C,Male,B,,Successfully Meets Expectations,Not assigned,F,Bi-Weekly,F,Hourly,S445,27,27,,
42579,Active,Sales,Sales,Union,Regular Employee FT,,9-Nov-11,6-Jul-91,23,Generation Y,Not Assigned,Female,H,,No Rating,No Rating,F,Bi-Weekly,F,Hourly,S2709,48,48,,
42834,Active,Operations,Product,Non-Union,Regular Employee FT,,7-Dec-11,29-Jun-91,23,Generation Y,Group C,Male,H,,Successfully Meets Expectations,Not assigned,F,Bi-Weekly,F,Hourly,S2652,47,47,,
53734,Active,Sales,Sales,Non-Union,Regular Employee FT,,30-Oct-13,26-Jun-91,23,Generation Y,Group C,Female,W,,Too New,Not assigned,F,Bi-Weekly,F,Hourly,S1168,24,24,,
50806,Active,Sales,Sales,Non-Union,Regular Employee PT,,12-Jun-13,25-Jun-91,23,Generation Y,Group C,Male,B,,Successfully Meets Expectations,Not assigned,F,Bi-Weekly,F,Hourly,S664,28,28,,
39639,Terminated,Customer Care,Customer Care,Non-Union,Regular Employee FT,,29-Sep-10,22-Jun-91,22,Generation Y,Group C,Male,W,Resigned - Career Prospects,Meets & Exceeds,Not assigned,F,Bi-Weekly,F,Hourly,S1380,42,42,26-Apr-14,Voluntary Separation
54153,Active,Sales,Sales,Non-Union,Regular Employee FT,,27-Nov-13,18-Jun-91,23,Generation Y,Group C,Male,W,,Too New,Not assigned,F,Bi-Weekly,F,Hourly,S2674,23,23,,
63103,Active,Operations,Product,Union,Regular Employee PT,,29-Oct-14,17-Jun-91,24,Generation Y,Not Assigned,Male,B,,No Rating,No Rating,F,Weekly,F,Hourly,S3741,12,12,,
53276,Active,Sales,Sales,Non-Union,Regular Employee FT,,9-Oct-13,13-Jun-91,24,Generation Y,Group C,Male,W,,Successfully Meets Expectations,Not assigned,F,Bi-Weekly,F,Hourly,S2905,25,25,,
45663,Active,Sales,Sales,Non-Union,Regular Employee FT,,11-Jul-12,11-Jun-91,24,Generation Y,Group C,Male,W,,Successfully Meets Expectations,Not assigned,F,Bi-Weekly,F,Daily,S533,40,40,,
55386,Active,Sales,Sales,Union,Regular Employee FT,,30-Jan-14,29-May-91,24,Generation Y,Not Assigned,Male,H,,No Rating,No Rating,F,Weekly,F,Hourly,S3745,21,21,,
55889,Terminated,Sales,Sales,Non-Union,Regular Employee PT,,19-Mar-14,27-May-91,23,Generation Y,Group C,Male,B,Resigned - Job Abandonment,No Rating,No Rating,F,Bi-Weekly,F,Hourly,S495,3,3,5-Jul-14,Voluntary Separation
60660,Active,Operations,Product,Union,Regular Employee FT,,6-Aug-14,26-May-91,24,Generation Y,Not Assigned,Male,H,,No Rating,No Rating,F,Bi-Weekly,F,Hourly,S2285,15,15,,
42494,Active,Sales,Sales,Non-Union,Regular Employee FT,,26-Oct-11,25-May-91,24,Generation Y,Group C,Male,H,,Successfully Meets Expectations,Not assigned,F,Weekly,F,Hourly,S3790,48,48,,
42077,Terminated,Customer Care,Customer Care,Non-Union,Regular Employee FT,,13-Sep-11,21-May-91,22,Generation Y,Group C,Female,H,Resigned - Career Prospects,Successfully Meets Expectations,Not assigned,F,Bi-Weekly,F,Hourly,S735,31,31,13-May-14,Voluntary Separation
39654,Active,Sales,Sales,Union,Regular Employee FT,,29-Sep-10,19-May-91,24,Generation Y,Not Assigned,Male,W,,No Rating,No Rating,F,Weekly,F,Hourly,S3718,61,61,,
60920,Active,Operations,Product,Non-Union,Regular Employee PT,,13-Aug-14,17-May-91,24,Generation Y,Group C,Male,B,,No Rating,No Rating,F,Bi-Weekly,F,Hourly,S1366,14,14,,
54972,Active,Operations,Product,Non-Union,Regular Employee FT,,15-Jan-14,16-May-91,24,Generation Y,Group C,Male,H,,No Rating,No Rating,F,Bi-Weekly,F,Hourly,S2346,21,21,,
58783,Terminated,Sales,Sales,Non-Union,Regular Employee FT,,25-Jun-14,15-May-91,23,Generation Y,Group C,Male,H,Resigned - Career Prospects,No Rating,No Rating,F,Bi-Weekly,F,Hourly,S3099,5,5,16-Dec-14,Voluntary Separation
54914,Terminated,Operations,Product,Non-Union,Regular Employee FT,,15-Jan-14,14-May-91,23,Generation Y,Group C,Male,B,Resigned - Job Abandonment,No Rating,No Rating,F,Bi-Weekly,F,Hourly,S384,4,4,13-Jun-14,Voluntary Separation
50391,Active,Operations,Product,Non-Union,Regular Employee FT,,29-May-13,7-May-91,24,Generation Y,Group C,Male,W,,Successfully Meets Expectations,Not assigned,F,Bi-Weekly,F,Hourly,S1448,29,29,,
52991,Active,Sales,Sales,Union,Regular Employee FT,,18-Sep-13,27-Apr-91,24,Generation Y,Not Assigned,Male,H,,No Rating,No Rating,F,Bi-Weekly,F,Hourly,S1323,25,25,,
47196,Active,Operations,Product,Non-Union,Regular Employee FT,,17-Oct-12,11-Apr-91,24,Generation Y,Group C,Male,A,,Successfully Meets Expectations,Not assigned,F,Bi-Weekly,F,Hourly,S1712,36,36,,
50611,Active,Sales,Sales,Union,Regular Employee FT,,5-Jun-13,4-Apr-91,24,Generation Y,Not Assigned,Male,W,,No Rating,No Rating,F,Bi-Weekly,F,Hourly,S1417,29,29,,
63170,Active,Operations,Product,Non-Union,Regular Employee FT,,29-Oct-14,2-Apr-91,24,Generation Y,Group C,Male,B,,No Rating,No Rating,F,Bi-Weekly,F,Hourly,S3036,12,12,,
44981,Active,Operations,Product,Non-Union,Regular Employee FT,,6-Jun-12,31-Mar-91,24,Generation Y,Group C,Male,B,,Successfully Meets Expectations,Not assigned,F,Bi-Weekly,F,Hourly,S2589,41,41,,
62867,Terminated,Sales,Sales,Non-Union,Regular Employee PT,,15-Oct-14,29-Mar-91,23,Generation Y,Group C,Male,W,Resigned - Career Prospects,No Rating,No Rating,F,Bi-Weekly,F,Hourly,S372,0,0,5-Nov-14,Voluntary Separation
37055,Active,Sales,Sales,Non-Union,Regular Employee FT,,26-Sep-09,26-Mar-91,24,Generation Y,Group C,Male,H,,Successfully Meets Expectations,Not assigned,F,Bi-Weekly,F,Daily,S664,73,73,,
39584,Terminated,Sales,Sales,Non-Union,Regular Employee FT,,22-Sep-10,24-Mar-91,23,Generation Y,Group C,Male,W,Resigned - Personal Reasons,Successfully Meets Expectations,Not assigned,F,Bi-Weekly,F,Daily,S589,46,46,15-Aug-14,Voluntary Separation
51931,Active,Sales,Sales,Non-Union,Regular Employee FT,,31-Jul-13,23-Mar-91,24,Generation Y,Group C,Male,H,,Successfully Meets Expectations,Not assigned,F,Weekly,F,Hourly,S3434,27,27,,
