EMPID,Status,Function,Division,Union Status,Employment Category,Rehire_Date,Total Service Date,Birth Date,Age,Generation,Pay Scale Group,Gender,Ethnic Origin,Action Reason,Last Performance Rating,Last Potential Rating,Rehired,Employee Pay Frequency,ExemptTF,Employee Pay Basis,Manager_ID,Months Since Last Hire,Tenure_Months,Action Change Date,Action Type
40823,Active,Support,Product,Non-Union,Regular Employee FT,,17-May-11,23-Jun-73,41,Generation X,Group C,Male,B,,Exceeds,Not assigned,F,Semi-Monthly,T,Salary,S4452,53,53,,
18519,Active,Operations,Product,Union,Regular Employee FT,,5-Dec-01,21-Jun-73,41,Generation X,Group D,Male,W,,No Rating,No Rating,F,Bi-Weekly,F,Hourly,S2042,167,167,,
61676,Active,Manufacturing,Product,Non-Union,Regular Employee FT,,3-Sep-14,14-Jun-73,42,Generation X,Group C,Male,H,,No Rating,No Rating,F,Bi-Weekly,F,Hourly,S1581,14,14,,
56663,Active,Operations,Product,Non-Union,Regular Employee FT,,30-Apr-14,9-Jun-73,42,Generation X,Group C,Male,H,,No Rating,No Rating,F,Bi-Weekly,F,Hourly,S2083,18,18,,
11129,Active,Customer Care,Customer Care,Non-Union,Regular Employee FT,,17-Jul-97,7-Jun-73,42,Generation X,Group C,Male,W,,Successfully Meets Expectations,Not assigned,F,Bi-Weekly,F,Hourly,S1937,219,219,,
37443,Terminated,Sales,Sales,Non-Union,Regular Employee FT,,16-Dec-09,2-Jun-73,41,Generation X,Group C,Male,H,Resigned - Personal Reasons,Meets & Exceeds,Not assigned,F,Weekly,F,Hourly,S3451,60,60,19-Dec-14,Voluntary Separation
20235,Active,Sales,Sales,Non-Union,Regular Employee FT,,7-Nov-02,25-May-73,42,Generation X,Group C,Male,W,,Successfully Meets Expectations,Not assigned,F,Bi-Weekly,F,Hourly,S2488,156,156,,
23892,Active,Operations,Product,Union,Regular Employee FT,,30-Nov-04,23-May-73,42,Generation X,Not Assigned,Male,H,,No Rating,No Rating,F,Bi-Weekly,F,Hourly,S1369,131,131,,
62790,Active,Sales,Sales,Union,Regular Employee PT,,15-Oct-14,10-May-73,42,Generation X,Not Assigned,Male,W,,No Rating,No Rating,F,Weekly,F,Hourly,S3700,12,12,,
38518,Active,Sales,Sales,Union,Regular Employee FT,10-Nov-10,10-Nov-10,3-May-73,42,Generation X,Not Assigned,Male,B,,No Rating,No Rating,T,Weekly,F,Daily,S866,60,60,,
44097,Active,Operations,Product,Non-Union,Regular Employee FT,,11-Apr-12,2-May-73,42,Generation X,Group C,Male,W,,Successfully Meets Expectations,Not assigned,F,Bi-Weekly,F,Hourly,S705,43,43,,
56114,Active,Operations,Product,Non-Union,Regular Employee FT,,2-Apr-14,2-May-73,42,Generation X,Group C,Male,W,,No Rating,No Rating,F,Bi-Weekly,F,Daily,S112,19,19,,
28513,Active,Operations,Product,Non-Union,Regular Employee FT,,1-Feb-07,29-Apr-73,42,Generation X,Group C,Male,W,,Successfully Meets Expectations,Not assigned,F,Bi-Weekly,F,Daily,S364,105,105,,
33629,Active,Operations,Product,Union,Regular Employee FT,,1-Oct-08,29-Apr-73,42,Generation X,Group E,Male,B,,No Rating,No Rating,F,Weekly,F,Hourly,S3362,85,85,,
14779,Active,Finance & IT,Corporate,Non-Union,Regular Employee FT,29-Nov-13,6-Oct-99,23-Apr-73,42,Generation X,Group S,Female,O,,No Rating,No Rating,T,Semi-Monthly,T,Salary,S4279,23,193,,
17585,Active,Operations,Product,Union,Regular Employee FT,,6-Jul-01,23-Apr-73,42,Generation X,Not Assigned,Male,W,,No Rating,No Rating,F,Bi-Weekly,F,Hourly,S1189,172,172,,
8751,Active,Sales,Sales,Non-Union,Regular Employee FT,,5-Sep-95,14-Apr-73,42,Generation X,Group C,Male,W,,Successfully Meets Expectations,Not assigned,F,Monthly,T,Salary,S5175,242,242,,
35223,Active,Operations,Product,Non-Union,Regular Employee FT,,1-Apr-09,14-Apr-73,42,Generation X,Group C,Male,B,,Developing/Meets Some,Not assigned,F,Bi-Weekly,F,Hourly,S1245,79,79,,
11830,Active,Operations,Product,Union,Regular Employee FT,,24-Feb-98,4-Apr-73,42,Generation X,Group E,Male,H,,No Rating,No Rating,F,Weekly,F,Hourly,S3428,212,212,,
8036,Active,Customer Care,Customer Care,Non-Union,Regular Employee FT,,13-Oct-94,3-Apr-73,42,Generation X,Group C,Male,W,,Successfully Meets Expectations,Not assigned,F,Bi-Weekly,F,Hourly,S1355,252,252,,
26466,Terminated,Support,Product,Non-Union,Regular Employee FT,,25-Apr-06,31-Mar-73,41,Generation X,Group C,Male,B,Resigned - Career Prospects,Successfully Meets Expectations,Not assigned,F,Monthly,T,Salary,S6203,102,102,20-Nov-14,Voluntary Separation
63625,Terminated,Support,Product,Non-Union,Regular Employee FT,,12-Nov-14,29-Mar-73,41,Generation X,Group C,Male,N,Resigned - Personal Reasons,No Rating,No Rating,F,Bi-Weekly,F,Hourly,S1352,2,2,4-Feb-15,Voluntary Separation
16425,Active,Sales,Sales,Non-Union,Regular Employee FT,,31-Oct-00,28-Mar-73,42,Generation X,Group C,Male,W,,Successfully Meets Expectations,Not assigned,F,Weekly,F,Hourly,S3397,180,180,,
12145,Active,Finance & IT,Corporate,Non-Union,Regular Employee FT,,5-May-98,27-Mar-73,42,Generation X,Group C,Female,A,,Developing/Meets Some,Strong Contributor,F,Semi-Monthly,T,Salary,S4250,210,210,,
40029,Active,Operations,Product,Non-Union,Regular Employee FT,,8-Dec-10,26-Mar-73,42,Generation X,Group C,Male,W,,Successfully Meets Expectations,Not assigned,F,Bi-Weekly,F,Hourly,S752,59,59,,
17782,Active,Operations,Product,Union,Regular Employee FT,,7-Aug-01,22-Mar-73,42,Generation X,Not Assigned,Male,W,,No Rating,No Rating,F,Bi-Weekly,F,Hourly,S416,171,171,,
62639,Active,Operations,Product,Non-Union,Regular Employee PT,,8-Oct-14,19-Mar-73,42,Generation X,Group C,Female,B,,No Rating,No Rating,F,Bi-Weekly,F,Hourly,S2605,13,13,,
6702,Active,Manufacturing,Product,Non-Union,Regular Employee FT,,30-Sep-92,18-Mar-73,42,Generation X,Group C,Male,W,,Successfully Meets Expectations,Not assigned,F,Monthly,T,Salary,S3199,277,277,,
23585,Active,Operations,Product,Union,Regular Employee FT,,21-Sep-04,15-Mar-73,42,Generation X,Not Assigned,Male,H,,Too New,Not assigned,F,Weekly,F,Hourly,S3710,133,133,,
16739,Active,Customer Care,Customer Care,Union,Regular Employee FT,,30-Dec-00,14-Mar-73,42,Generation X,Not Assigned,Male,W,,No Rating,No Rating,F,Weekly,F,Hourly,S3503,178,178,,
26936,Active,Operations,Product,Non-Union,Regular Employee FT,,20-Jun-06,10-Mar-73,42,Generation X,Group C,Male,W,,Successfully Meets Expectations,Not assigned,F,Bi-Weekly,F,Daily,S510,112,112,,
57349,Active,Customer Care,Customer Care,Non-Union,Regular Employee FT,,21-May-14,5-Mar-73,42,Generation X,Group C,Female,B,,No Rating,No Rating,F,Bi-Weekly,F,Hourly,S1692,17,17,,
31643,Active,Finance & IT,Corporate,Non-Union,Regular Employee FT,,26-Feb-08,28-Feb-73,42,Generation X,Group C,Male,W,,No Rating,No Rating,F,Semi-Monthly,T,Salary,S4072,92,92,,
36465,Active,Operations,Product,Non-Union,Regular Employee FT,9-Jul-14,9-Jul-14,26-Feb-73,42,Generation X,Group C,Male,W,,No Rating,No Rating,T,Bi-Weekly,F,Daily,S333,16,16,,
46426,Active,Sales,Sales,Non-Union,Regular Employee FT,,22-Aug-12,20-Feb-73,42,Generation X,Group C,Male,B,,Successfully Meets Expectations,Not assigned,F,Bi-Weekly,F,Hourly,S2257,38,38,,
12911,Active,Sales,Sales,Union,Regular Employee FT,,12-Oct-98,17-Feb-73,42,Generation X,Group M,Male,H,,No Rating,No Rating,F,Bi-Weekly,F,Hourly,S2247,204,204,,
31353,Active,Finance & IT,Corporate,Non-Union,Regular Employee FT,,1-Jan-08,12-Feb-73,42,Generation X,Group C,Female,B,,No Rating,No Rating,F,Semi-Monthly,F,Salary,S4102,94,94,,
42155,Terminated,Sales,Sales,Non-Union,Regular Employee FT,,21-Sep-11,12-Feb-73,41,Generation X,Group C,Female,W,Resigned - Personal Reasons,Successfully Meets Expectations,Not assigned,F,Monthly,T,Salary,S5207,35,35,2-Sep-14,Voluntary Separation
8277,Active,Sales,Sales,Non-Union,Regular Employee FT,,28-Mar-95,9-Feb-73,42,Generation X,Group C,Male,W,,Meets & Exceeds,Not assigned,F,Monthly,T,Salary,S4890,247,247,,
9100,Active,Sales,Sales,Non-Union,Regular Employee FT,,6-Feb-96,6-Feb-73,42,Generation X,Group C,Male,B,,Successfully Meets Expectations,Mastery,F,Bi-Weekly,F,Daily,S327,237,237,,
31491,Active,Customer Care,Customer Care,Non-Union,Regular Employee FT,,28-Aug-07,29-Jan-73,42,Generation X,Group C,Female,H,,Developing/Meets Some,Not assigned,F,Semi-Monthly,F,Salary,S3131,93,98,,
9478,Active,Operations,Product,Non-Union,Regular Employee FT,,21-May-96,25-Jan-73,42,Generation X,Group C,Male,H,,Successfully Meets Expectations,Not assigned,F,Monthly,T,Salary,S3512,233,233,,
21209,Active,Support,Product,Union,Regular Employee FT,,26-Jun-03,20-Jan-73,42,Generation X,Not Assigned,Male,H,,No Rating,No Rating,F,Weekly,F,Hourly,S3405,148,148,,
44385,Active,Manufacturing,Product,Non-Union,Regular Employee FT,,2-May-12,19-Jan-73,42,Generation X,Group C,Male,B,,Successfully Meets Expectations,Not assigned,F,Weekly,F,Hourly,S3919,42,42,,
19286,Active,Manufacturing,Product,Non-Union,Regular Employee FT,,22-May-02,16-Jan-73,42,Generation X,Group C,Male,H,,Successfully Meets Expectations,Not assigned,F,Bi-Weekly,F,Hourly,S1271,161,161,,
23761,Active,Operations,Product,Union,Regular Employee FT,,30-Oct-04,16-Jan-73,42,Generation X,Group E,Male,H,,No Rating,No Rating,F,Weekly,F,Hourly,S3409,132,132,,
8402,Active,Operations,Product,Union,Regular Employee FT,,23-May-95,13-Jan-73,42,Generation X,Group W,Male,H,,No Rating,No Rating,F,Weekly,F,Hourly,S3477,245,245,,
11747,Active,Operations,Product,Non-Union,Regular Employee FT,,30-Jan-98,12-Jan-73,42,Generation X,Group C,Male,W,,Successfully Meets Expectations,Not assigned,F,Monthly,T,Salary,S4603,213,213,,
12939,Active,Finance & IT,Corporate,Non-Union,Regular Employee FT,,20-Oct-98,12-Jan-73,42,Generation X,Group C,Female,W,,Exceeds,Emerging Talent,F,Semi-Monthly,T,Salary,S4258,204,204,,
64543,Active,Sales,Sales,Union,Regular Employee FT,,17-Dec-14,12-Jan-73,42,Generation X,Not Assigned,Male,W,,No Rating,No Rating,F,Bi-Weekly,F,Hourly,S2640,10,10,,
20410,Terminated,Finance & IT,Corporate,Non-Union,Regular Employee FT,,24-Dec-02,29-Dec-72,42,Generation X,Not Assigned,Female,B,Resigned - Personal Reasons,Successfully Meets Expectations,Not assigned,F,Bi-Weekly,F,Hourly,S2591,145,145,14-Feb-15,Voluntary Separation
13398,Active,Operations,Product,Union,Regular Employee FT,,16-Feb-99,20-Dec-72,42,Generation X,Not Assigned,Male,B,,No Rating,No Rating,F,Weekly,F,Daily,S844,200,200,,
15447,Active,Operations,Product,Non-Union,Regular Employee FT,,18-Apr-00,17-Dec-72,42,Generation X,Group C,Male,H,,Meets & Exceeds,Not assigned,F,Bi-Weekly,F,Daily,S480,186,186,,
21263,Active,Operations,Product,Union,Regular Employee FT,,8-Jul-03,16-Dec-72,42,Generation X,Not Assigned,Male,W,,No Rating,No Rating,F,Bi-Weekly,F,Daily,S91,148,148,,
62176,Terminated,Sales,Sales,Non-Union,Regular Employee PT,,24-Sep-14,15-Dec-72,41,Generation X,Group C,Male,B,Resigned - Career Prospects,No Rating,No Rating,F,Bi-Weekly,F,Hourly,S2242,0,0,16-Oct-14,Voluntary Separation
7252,Active,Operations,Product,Non-Union,Regular Employee FT,,7-Sep-93,13-Dec-72,42,Generation X,Group C,Male,W,,Meets & Exceeds,Not assigned,F,Bi-Weekly,F,Hourly,S221,266,266,,
42181,Active,Sales,Sales,Non-Union,Regular Employee FT,,21-Sep-11,11-Dec-72,42,Generation X,Group C,Male,W,,Successfully Meets Expectations,Not assigned,F,Bi-Weekly,F,Hourly,S2415,49,49,,
12844,Active,Manufacturing,Product,Union,Regular Employee FT,,30-Sep-98,8-Dec-72,42,Generation X,Not Assigned,Male,B,,No Rating,No Rating,F,Bi-Weekly,F,Hourly,S1124,205,205,,
41632,Active,Customer Care,Customer Care,Non-Union,Regular Employee FT,,26-Jul-11,7-Dec-72,42,Generation X,Group C,Male,B,,Successfully Meets Expectations,Not assigned,F,Bi-Weekly,F,Hourly,S2932,51,51,,
61729,Active,Customer Care,Customer Care,Non-Union,Regular Employee FT,,10-Sep-14,3-Dec-72,42,Generation X,Group C,Male,B,,No Rating,No Rating,F,Bi-Weekly,F,Hourly,S1285,14,14,,
7549,Active,Customer Care,Customer Care,Non-Union,Regular Employee FT,,24-Mar-94,26-Nov-72,42,Generation X,Group C,Male,W,,Successfully Meets Expectations,Not assigned,F,Bi-Weekly,F,Hourly,S1997,259,259,,
10012,Active,Operations,Product,Union,Regular Employee FT,,17-Sep-96,23-Nov-72,42,Generation X,Group W,Male,W,,No Rating,No Rating,F,Weekly,F,Hourly,S3366,229,229,,
52491,Active,Manufacturing,Product,Union,Regular Employee FT,,28-Aug-13,17-Nov-72,42,Generation X,Not Assigned,Female,W,,No Rating,No Rating,F,Weekly,F,Hourly,S4025,26,26,,
8635,Active,Manufacturing,Product,Union,Regular Employee FT,,29-Jul-95,14-Nov-72,42,Generation X,Group E,Male,H,,No Rating,No Rating,F,Weekly,F,Hourly,S3408,243,243,,
50839,Active,Sales,Sales,Non-Union,Regular Employee FT,,12-Jun-13,10-Nov-72,42,Generation X,Group C,Male,H,,No Rating,No Rating,F,Weekly,F,Hourly,S3723,28,28,,
47481,Active,Sales,Sales,Non-Union,Regular Employee PT,,7-Nov-12,9-Nov-72,42,Generation X,Group C,Male,B,,Developing/Meets Some,Not assigned,F,Bi-Weekly,F,Hourly,S8,36,36,,
30416,Active,Sales,Sales,Non-Union,Regular Employee FT,,29-Aug-07,31-Oct-72,42,Generation X,Group C,Male,B,,Successfully Meets Expectations,Emerging Talent,F,Bi-Weekly,F,Daily,S463,98,98,,
20282,Active,Sales,Sales,Union,Regular Employee FT,,21-Nov-02,28-Oct-72,42,Generation X,Not Assigned,Male,H,,No Rating,No Rating,F,Bi-Weekly,F,Hourly,S2026,155,155,,
8074,Active,Sales,Sales,Non-Union,Regular Employee FT,,6-Nov-94,26-Oct-72,42,Generation X,Group C,Male,W,,Meets & Exceeds,Strong Contributor,F,Monthly,T,Salary,S5608,252,252,,
32213,Active,Operations,Product,Union,Regular Employee FT,,14-May-08,24-Oct-72,42,Generation X,Group R,Male,H,,No Rating,No Rating,F,Weekly,F,Daily,S830,89,89,,
17970,Active,Sales,Sales,Non-Union,Regular Employee FT,,7-Sep-01,16-Oct-72,42,Generation X,Group C,Male,H,,Successfully Meets Expectations,Not assigned,F,Weekly,F,Hourly,S3720,170,170,,
14116,Active,Manufacturing,Product,Union,Regular Employee FT,,16-Jun-99,14-Oct-72,42,Generation X,Not Assigned,Male,W,,No Rating,No Rating,F,Weekly,F,Hourly,S3875,196,196,,
27584,Active,Sales,Sales,Non-Union,Regular Employee FT,,13-Sep-06,11-Oct-72,42,Generation X,Group C,Male,W,,Successfully Meets Expectations,Not assigned,F,Bi-Weekly,F,Hourly,S2182,109,109,,
41650,Active,Operations,Product,Non-Union,Regular Employee FT,,27-Jul-11,7-Oct-72,42,Generation X,Group C,Male,W,,Successfully Meets Expectations,Not assigned,F,Bi-Weekly,F,Hourly,S2128,51,51,,
28366,Active,Sales,Sales,Non-Union,Regular Employee FT,,9-Jan-07,24-Sep-72,42,Generation X,Group C,Male,W,,Developing/Meets Some,Not assigned,F,Bi-Weekly,F,Hourly,S2535,106,106,,
12297,Active,Sales,Sales,Non-Union,Regular Employee FT,7-Jan-09,4-Jun-98,21-Sep-72,42,Generation X,Group C,Male,W,,Successfully Meets Expectations,Not assigned,T,Monthly,T,Salary,S5838,82,209,,
58244,Active,Operations,Product,Union,Regular Employee FT,,11-Jun-14,20-Sep-72,42,Generation X,Not Assigned,Male,B,,No Rating,No Rating,F,Weekly,F,Hourly,S3487,17,17,,
10474,Active,Sales,Sales,Non-Union,Regular Employee FT,,28-Feb-97,19-Sep-72,42,Generation X,Group C,Male,W,,Successfully Meets Expectations,Not assigned,F,Bi-Weekly,F,Hourly,S2052,224,224,,
17244,Active,Operations,Product,Union,Regular Employee FT,,8-May-01,19-Sep-72,42,Generation X,Not Assigned,Male,W,,No Rating,No Rating,F,Bi-Weekly,F,Hourly,S1060,174,174,,
50905,Active,Manufacturing,Product,Non-Union,Regular Employee FT,,18-Jun-13,8-Sep-72,42,Generation X,Group C,Male,W,,Successfully Meets Expectations,Not assigned,F,Weekly,F,Hourly,S3970,28,28,,
56646,Active,Sales,Sales,Non-Union,Regular Employee FT,,30-Apr-14,5-Sep-72,42,Generation X,Group C,Male,W,,No Rating,No Rating,F,Bi-Weekly,F,Hourly,S2445,18,18,,
13828,Active,Sales,Sales,Non-Union,Regular Employee PT,,7-May-99,4-Sep-72,42,Generation X,Group C,Male,H,,Successfully Meets Expectations,Not assigned,F,Bi-Weekly,F,Hourly,S2317,198,198,,
29330,Active,Sales,Sales,Non-Union,Regular Employee FT,,16-May-07,2-Sep-72,42,Generation X,Group C,Male,H,,Developing/Meets Some,Not assigned,F,Weekly,F,Hourly,S3702,101,101,,
31596,Active,Manufacturing,Product,Non-Union,Regular Employee FT,,13-Feb-08,31-Aug-72,42,Generation X,Group C,Male,H,,Successfully Meets Expectations,Emerging Talent,F,Semi-Monthly,T,Salary,S4257,92,92,,
49310,Terminated,Operations,Product,Union,Regular Employee FT,,10-Apr-13,29-Aug-72,42,Generation X,Not Assigned,Male,W,Resigned - Career Prospects,No Rating,No Rating,F,Bi-Weekly,F,Daily,S570,17,17,3-Oct-14,Voluntary Separation
29669,Active,Manufacturing,Product,Non-Union,Regular Employee FT,,13-Jun-07,25-Aug-72,42,Generation X,Group C,Male,B,,Successfully Meets Expectations,Not assigned,F,Bi-Weekly,F,Hourly,S1613,100,100,,
10603,Active,HR,Corporate,Non-Union,Regular Employee FT,,29-Mar-97,24-Aug-72,42,Generation X,Group C,Female,W,,Successfully Meets Expectations,Not assigned,F,Monthly,T,Salary,S5744,223,223,,
29115,Active,Operations,Product,Union,Regular Employee FT,,25-Apr-07,19-Aug-72,42,Generation X,Not Assigned,Male,B,,No Rating,No Rating,F,Weekly,F,Daily,S877,102,102,,
15353,Active,Operations,Product,Non-Union,Regular Employee FT,31-May-02,21-Mar-00,15-Aug-72,42,Generation X,Group C,Male,H,,Successfully Meets Expectations,Not assigned,T,Bi-Weekly,F,Hourly,S1044,161,187,,
10492,Active,Operations,Product,Non-Union,Regular Employee FT,,4-Mar-97,10-Aug-72,42,Generation X,Group C,Male,W,,Successfully Meets Expectations,Not assigned,F,Bi-Weekly,F,Daily,S152,224,224,,
47980,Active,Operations,Product,Non-Union,Regular Employee PT,,19-Dec-12,10-Aug-72,42,Generation X,Group C,Male,H,,Successfully Meets Expectations,Not assigned,F,Bi-Weekly,F,Hourly,S1704,34,34,,
55196,Active,Sales,Sales,Non-Union,Regular Employee FT,,12-Nov-09,10-Aug-72,42,Generation X,Group C,Male,U,,No Rating,No Rating,F,Bi-Weekly,F,Hourly,S3218,21,71,,
15971,Active,Customer Care,Customer Care,Union,Regular Employee FT,,1-Aug-00,9-Aug-72,42,Generation X,Group S,Male,O,,No Rating,No Rating,F,Weekly,F,Hourly,S893,183,183,,
48872,Active,Customer Care,Customer Care,Non-Union,Regular Employee FT,,6-Mar-13,6-Aug-72,42,Generation X,Group C,Male,W,,Successfully Meets Expectations,Not assigned,F,Bi-Weekly,F,Hourly,S1858,32,32,,
10695,Active,Operations,Product,Non-Union,Regular Employee FT,,22-Apr-97,2-Aug-72,42,Generation X,Group C,Male,W,,Successfully Meets Expectations,Not assigned,F,Bi-Weekly,F,Daily,S369,222,222,,
24653,Active,Operations,Product,Union,Regular Employee FT,,24-May-05,1-Aug-72,42,Generation X,Group W,Male,B,,No Rating,No Rating,F,Weekly,F,Hourly,S3592,125,125,,
46842,Terminated,Customer Care,Customer Care,Non-Union,Regular Employee FT,,25-Sep-12,1-Aug-72,41,Generation X,Group C,Male,W,Resigned - Career Prospects,Successfully Meets Expectations,Not assigned,F,Bi-Weekly,F,Hourly,S2875,18,18,29-Mar-14,Voluntary Separation
39267,Active,Sales,Sales,Union,Regular Employee FT,,11-Aug-10,27-Jul-72,42,Generation X,Seller,Male,W,,No Rating,No Rating,F,Weekly,F,Hourly,S3647,63,63,,
56888,Terminated,Operations,Product,Non-Union,Regular Employee PT,,7-May-14,25-Jul-72,41,Generation X,Group C,Male,W,Resigned - Job Abandonment,No Rating,No Rating,F,Bi-Weekly,F,Hourly,S1147,1,1,13-Jun-14,Voluntary Separation
19336,Active,Customer Care,Customer Care,Non-Union,Regular Employee FT,,29-May-02,23-Jul-72,42,Generation X,Group S,Male,O,,Successfully Meets Expectations,Not assigned,F,Weekly,F,Hourly,S912,161,161,,
10575,Active,Sales,Sales,Non-Union,Regular Employee FT,,20-Mar-97,17-Jul-72,42,Generation X,Group R,Male,W,,Meets & Exceeds,Emerging Talent,F,Monthly,T,Salary,S3851,223,223,,
14537,Active,Operations,Product,Non-Union,Regular Employee FT,,24-Aug-99,15-Jul-72,42,Generation X,Group C,Male,W,,Meets & Exceeds,Not assigned,F,Monthly,T,Salary,S5166,194,194,,
19083,Active,Support,Product,Non-Union,Regular Employee FT,,9-Apr-02,11-Jul-72,42,Generation X,Group C,Male,H,,Successfully Meets Expectations,Not assigned,F,Bi-Weekly,F,Hourly,S1781,163,163,,
23570,Active,Finance & IT,Corporate,Non-Union,Regular Employee FT,,21-Sep-04,11-Jul-72,42,Generation X,Group C,Female,W,,Successfully Meets Expectations,Not assigned,F,Weekly,F,Hourly,S3733,133,133,,
33437,Active,Operations,Product,Union,Regular Employee FT,14-Jul-10,14-Jul-10,5-Jul-72,42,Generation X,Group R,Male,B,,No Rating,No Rating,T,Weekly,F,Daily,S821,63,63,,
11896,Active,Sales,Sales,Non-Union,Regular Employee FT,,17-Mar-98,1-Jul-72,42,Generation X,Group C,Male,W,,Meets & Exceeds,Not assigned,F,Monthly,T,Salary,S4735,211,211,,
10185,Active,Sales,Sales,Non-Union,Regular Employee FT,,5-Nov-96,28-Jun-72,42,Generation X,Group C,Male,W,,Exceeds,Top Talent,F,Monthly,T,Salary,S5426,228,228,,
14579,Active,Sales,Sales,Non-Union,Regular Employee FT,29-Oct-07,29-Oct-07,27-Jun-72,42,Generation X,Group C,Male,W,,Meets & Exceeds,Not assigned,T,Monthly,T,Salary,S5182,96,96,,
13270,Active,Customer Care,Customer Care,Non-Union,Regular Employee FT,,6-Jan-99,13-Jun-72,43,Generation X,Group C,Male,W,,Meets & Exceeds,Emerging Talent,F,Monthly,T,Salary,S1419,202,202,,
56099,Active,Operations,Product,Non-Union,Regular Employee FT,,2-Apr-14,13-Jun-72,43,Generation X,Group C,Female,W,,No Rating,No Rating,F,Bi-Weekly,F,Hourly,S2880,19,19,,
34230,Active,Operations,Product,Non-Union,Regular Employee FT,,3-Dec-08,2-Jun-72,43,Generation X,Group C,Male,B,,Successfully Meets Expectations,Not assigned,F,Bi-Weekly,F,Hourly,S1002,83,83,,
9059,Active,Operations,Product,Union,Regular Employee FT,,21-Jan-96,30-May-72,43,Generation X,Not Assigned,Male,W,,No Rating,No Rating,F,Bi-Weekly,F,Hourly,S1520,237,237,,
5967,Active,Manufacturing,Product,Non-Union,Regular Employee FT,,11-Jun-91,29-May-72,43,Generation X,Group C,Male,W,,Successfully Meets Expectations,Not assigned,F,Weekly,F,Hourly,S3862,293,293,,
11855,Active,Sales,Sales,Non-Union,Regular Employee FT,,3-Mar-98,26-May-72,43,Generation X,Group C,Male,W,,Successfully Meets Expectations,Not assigned,F,Monthly,T,Salary,S5817,212,212,,
11869,Active,Sales,Sales,Non-Union,Regular Employee FT,,6-Mar-98,26-May-72,43,Generation X,Group C,Male,W,,Successfully Meets Expectations,Strong Contributor,F,Monthly,T,Salary,S5614,212,212,,
54417,Active,Manufacturing,Product,Union,Regular Employee FT,,6-Dec-13,22-May-72,43,Generation X,Not Assigned,Male,W,,No Rating,No Rating,F,Weekly,F,Hourly,S4025,23,23,,
11694,Active,Finance & IT,Corporate,Non-Union,Regular Employee FT,,13-Jan-98,13-May-72,43,Generation X,Management,Female,W,,No Rating,No Rating,F,Semi-Monthly,T,Salary,S4196,213,213,,
40589,Active,Manufacturing,Product,Non-Union,Regular Employee FT,,13-Apr-11,13-May-72,43,Generation X,Group C,Male,H,,Successfully Meets Expectations,Not assigned,F,Bi-Weekly,F,Hourly,S1041,54,54,,
20099,Active,Customer Care,Customer Care,Union,Regular Employee FT,,8-Oct-02,10-May-72,43,Generation X,Not Assigned,Male,W,,No Rating,No Rating,F,Bi-Weekly,F,Hourly,S1450,157,157,,
13801,Active,Customer Care,Customer Care,Union,Regular Employee FT,,4-May-99,8-May-72,43,Generation X,Group S,Male,V,,No Rating,No Rating,F,Weekly,F,Hourly,S913,198,198,,
37023,Active,Finance & IT,Corporate,Non-Union,Regular Employee FT,,23-Sep-09,7-May-72,43,Generation X,Group C,Female,H,,Successfully Meets Expectations,Not assigned,F,Bi-Weekly,F,Hourly,S1608,73,73,,
10083,Active,Sales,Sales,Union,Regular Employee FT,,6-Oct-96,6-May-72,43,Generation X,Group E,Male,W,,No Rating,No Rating,F,Weekly,F,Hourly,S3611,229,229,,
36896,Active,Operations,Product,Union,Regular Employee FT,,9-Sep-09,6-May-72,43,Generation X,Not Assigned,Male,H,,No Rating,No Rating,F,Weekly,F,Hourly,S3401,74,74,,
52869,Active,Manufacturing,Product,Union,Regular Employee FT,,18-Sep-13,6-May-72,43,Generation X,Not Assigned,Male,W,,No Rating,No Rating,F,Bi-Weekly,F,Hourly,S1303,25,25,,
18980,Active,Manufacturing,Product,Non-Union,Regular Employee FT,,12-Mar-02,5-May-72,43,Generation X,Group C,Male,H,,Successfully Meets Expectations,Not assigned,F,Semi-Monthly,T,Salary,S3967,164,164,,
17374,Active,Manufacturing,Product,Non-Union,Regular Employee FT,,29-May-01,4-May-72,43,Generation X,Group C,Male,B,,Successfully Meets Expectations,Not assigned,F,Bi-Weekly,F,Hourly,S1687,173,173,,
13342,Active,Operations,Product,Union,Regular Employee FT,,1-Feb-99,1-May-72,43,Generation X,Not Assigned,Male,W,,No Rating,No Rating,F,Bi-Weekly,F,Hourly,S1409,201,201,,
24204,Active,Operations,Product,Non-Union,Regular Employee FT,24-Oct-12,24-Oct-12,27-Apr-72,43,Generation X,Group C,Female,W,,Meets & Exceeds,Not assigned,T,Bi-Weekly,F,Hourly,S2722,36,36,,
16546,Active,Manufacturing,Product,Non-Union,Regular Employee FT,,18-Nov-00,26-Apr-72,43,Generation X,Group C,Male,A,,Meets & Exceeds,Not assigned,F,Bi-Weekly,F,Hourly,S1831,179,179,,
27689,Terminated,Operations,Product,Non-Union,Regular Employee FT,,29-Sep-06,16-Apr-72,42,Generation X,Group C,Male,W,Resigned - Career Prospects,Successfully Meets Expectations,Strong Contributor,F,Monthly,T,Salary,S2604,99,99,3-Jan-15,Voluntary Separation
65008,Active,Operations,Product,Union,Regular Employee FT,,7-Jan-15,16-Apr-72,43,Generation X,Not Assigned,Male,W,,No Rating,No Rating,F,Bi-Weekly,F,Hourly,S989,10,10,,
